:Data_list: 20130511_Gp_xr_5m.txt
:Created: 2013 May 12 0015 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: Short = 0.05- 0.4 nanometer
# Label: Long  = 0.1 - 0.8 nanometer
# Units: Short = Watts per meter squared
# Units: Long  = Watts per meter squared
# Source: GOES-15
# Location: W135
# Missing data: -1.00e+05
#
#                         GOES-15 Solar X-ray Flux
# 
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day       Short       Long        Ratio
#-------------------------------------------------------------------
2013 05 11  0000   56423      0     1.00e-09    5.73e-07    1.74e-03
2013 05 11  0005   56423    300     1.00e-09    5.89e-07    1.70e-03
2013 05 11  0010   56423    600     1.04e-09    6.11e-07    1.70e-03
2013 05 11  0015   56423    900     1.00e-09    5.85e-07    1.72e-03
2013 05 11  0020   56423   1200     1.01e-09    6.00e-07    1.69e-03
2013 05 11  0025   56423   1500     1.13e-09    6.24e-07    1.80e-03
2013 05 11  0030   56423   1800     1.00e-09    6.02e-07    1.66e-03
2013 05 11  0035   56423   2100     1.01e-09    5.77e-07    1.75e-03
2013 05 11  0040   56423   2400     1.05e-09    5.77e-07    1.82e-03
2013 05 11  0045   56423   2700     1.03e-09    5.81e-07    1.78e-03
2013 05 11  0050   56423   3000     1.32e-09    6.14e-07    2.14e-03
2013 05 11  0055   56423   3300     1.15e-09    6.16e-07    1.86e-03
2013 05 11  0100   56423   3600     1.04e-09    6.08e-07    1.71e-03
2013 05 11  0105   56423   3900     1.00e-09    6.00e-07    1.67e-03
2013 05 11  0110   56423   4200     1.00e-09    5.94e-07    1.68e-03
2013 05 11  0115   56423   4500     1.06e-09    6.09e-07    1.74e-03
2013 05 11  0120   56423   4800     1.12e-09    6.61e-07    1.70e-03
2013 05 11  0125   56423   5100     1.00e-09    6.81e-07    1.47e-03
2013 05 11  0130   56423   5400     1.05e-09    6.60e-07    1.59e-03
2013 05 11  0135   56423   5700     1.88e-09    6.68e-07    2.79e-03
2013 05 11  0140   56423   6000     4.08e-09    7.10e-07    5.72e-03
2013 05 11  0145   56423   6300     6.70e-09    7.87e-07    8.50e-03
2013 05 11  0150   56423   6600     3.57e-09    7.53e-07    4.72e-03
2013 05 11  0155   56423   6900     1.30e-09    7.14e-07    1.81e-03
2013 05 11  0200   56423   7200     1.03e-09    6.71e-07    1.54e-03
2013 05 11  0205   56423   7500     1.05e-09    6.36e-07    1.65e-03
2013 05 11  0210   56423   7800     1.00e-09    6.15e-07    1.63e-03
2013 05 11  0215   56423   8100     1.00e-09    6.13e-07    1.63e-03
2013 05 11  0220   56423   8400     1.12e-09    6.34e-07    1.76e-03
2013 05 11  0225   56423   8700     1.06e-09    6.37e-07    1.67e-03
2013 05 11  0230   56423   9000     1.00e-09    6.34e-07    1.58e-03
2013 05 11  0235   56423   9300     1.18e-09    6.37e-07    1.86e-03
2013 05 11  0240   56423   9600     1.04e-09    6.32e-07    1.64e-03
2013 05 11  0245   56423   9900     1.01e-09    6.34e-07    1.59e-03
2013 05 11  0250   56423  10200     2.04e-09    6.68e-07    2.97e-03
2013 05 11  0255   56423  10500     4.25e-08    1.18e-06    3.55e-02
2013 05 11  0300   56423  10800     8.14e-09    9.17e-07    8.56e-03
2013 05 11  0305   56423  11100     1.05e-09    7.38e-07    1.43e-03
2013 05 11  0310   56423  11400     1.00e-09    6.67e-07    1.51e-03
2013 05 11  0315   56423  11700     1.03e-09    6.31e-07    1.63e-03
2013 05 11  0320   56423  12000     1.12e-09    6.43e-07    1.74e-03
2013 05 11  0325   56423  12300     1.00e-09    6.38e-07    1.57e-03
2013 05 11  0330   56423  12600     1.00e-09    6.31e-07    1.58e-03
2013 05 11  0335   56423  12900     1.00e-09    6.28e-07    1.59e-03
2013 05 11  0340   56423  13200     1.01e-09    6.37e-07    1.58e-03
2013 05 11  0345   56423  13500     1.05e-09    6.53e-07    1.60e-03
2013 05 11  0350   56423  13800     1.01e-09    6.58e-07    1.53e-03
2013 05 11  0355   56423  14100     1.28e-09    6.55e-07    1.96e-03
2013 05 11  0400   56423  14400     1.03e-09    6.59e-07    1.57e-03
2013 05 11  0405   56423  14700     1.01e-09    6.46e-07    1.57e-03
2013 05 11  0410   56423  15000     1.00e-09    6.44e-07    1.55e-03
2013 05 11  0415   56423  15300     1.00e-09    6.37e-07    1.58e-03
2013 05 11  0420   56423  15600     1.33e-09    6.37e-07    2.09e-03
2013 05 11  0425   56423  15900     1.08e-09    6.34e-07    1.71e-03
2013 05 11  0430   56423  16200     1.00e-09    6.41e-07    1.57e-03
2013 05 11  0435   56423  16500     1.04e-09    6.43e-07    1.62e-03
2013 05 11  0440   56423  16800     1.04e-09    6.78e-07    1.53e-03
2013 05 11  0445   56423  17100     1.71e-09    6.75e-07    2.53e-03
2013 05 11  0450   56423  17400     1.02e-09    6.45e-07    1.58e-03
2013 05 11  0455   56423  17700     1.01e-09    6.35e-07    1.59e-03
2013 05 11  0500   56423  18000     1.02e-09    6.09e-07    1.67e-03
2013 05 11  0505   56423  18300     1.00e-09    5.92e-07    1.69e-03
2013 05 11  0510   56423  18600     1.00e-09    5.95e-07    1.68e-03
2013 05 11  0515   56423  18900     1.00e-09    6.16e-07    1.63e-03
2013 05 11  0520   56423  19200     1.02e-09    6.16e-07    1.66e-03
2013 05 11  0525   56423  19500     1.00e-09    6.22e-07    1.61e-03
2013 05 11  0530   56423  19800     1.00e-09    6.02e-07    1.66e-03
2013 05 11  0535   56423  20100     1.07e-09    5.98e-07    1.79e-03
2013 05 11  0540   56423  20400     1.00e-09    6.22e-07    1.62e-03
2013 05 11  0545   56423  20700     1.04e-09    6.61e-07    1.57e-03
2013 05 11  0550   56423  21000     1.13e-09    6.60e-07    1.71e-03
2013 05 11  0555   56423  21300     1.01e-09    6.54e-07    1.55e-03
2013 05 11  0600   56423  21600     1.00e-09    6.56e-07    1.52e-03
2013 05 11  0605   56423  21900     2.58e-09    6.96e-07    3.67e-03
2013 05 11  0610   56423  22200     1.65e-09    7.38e-07    2.24e-03
2013 05 11  0615   56423  22500     2.69e-09    7.74e-07    3.45e-03
